,brand,cpu_GHZ,cpu_benchmark,cpu_brand,cpu_type_name,detachable_keyboard,discrete_gpu,gpu,gpu_benchmark,gpu_brand,gpu_type,max_price,min_price,pixels_x,ram,screen_size,screen_surface,ssd,touchscreen,weight
195,ALIENWARE,2.5,5260.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,8,15.6,,0,0,7.69
196,ASUS,0.8,1630.0,INTEL,CORE M,1.0,0,INTEL HD 5300,401.0,,,,,1920.0,4,12.5,,128,1,3.2
197,LENOVO,2.1,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,POWERVR GX6250,2369.3205128205127,,,,,1366.0,4,11.6,,64,1,2.64
198,MICROSOFT,2.6,3807.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE GTX 965M,3683.0,,,,,3000.0,16,13.5,,512,1,3.48
199,DELL,2.6,861.0,INTEL,CORE I5,0.0,0,INTEL HD 4000,329.0,,,,,1366.0,8,14.0,,128,0,4.6
200,LENOVO,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,15.6,,256,1,4.17
201,HP,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,,,1366.0,8,15.6,,0,1,4.6
202,DELL,2.1,1155.0,INTEL,CORE I3,0.0,0,INTEL HD 3000,95.0,,,,,1920.0,4,14.0,,0,0,4.5
203,MICROSOFT,1.9,6620.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,3240.0,16,15.0,,256,1,4.2
204,LENOVO,1.9,6620.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,14.0,,512,0,2.49
205,LENOVO,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,14.0,,512,1,2.65
206,LENOVO,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,,,1920.0,24,15.6,,512,0,5.1
207,DELL,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,,,1920.0,8,13.3,,128,0,2.7
208,LENOVO,2.1,4248.0,INTEL,CORE I3,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,4,14.0,,128,1,3.65
209,DELL,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,,,1920.0,8,15.6,,128,0,5.95
210,HP,2.5,1032.0,AMD,A6,0.0,0,AMD RADEON R5,148.0,,,,,1366.0,4,15.6,,0,1,4.67
211,RAZER,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,,,1920.0,16,14.0,,512,0,4.1
212,DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,8,15.6,,256,0,4.85
213,OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,,,1920.0,32,15.6,,1500,0,4.6
214,APPLE,2.3,8543.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS 655,1790.0,,,,,2560.0,8,13.3,,256,0,3.02
215,ASUS,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,,,1366.0,4,11.6,,16,0,2.65
216,LENOVO,3.1,1687.0,AMD,A9,0.0,0,AMD RADEON R5,148.0,,,,,1366.0,4,15.6,,128,0,4.63
217,ASUS,0.8,1630.0,INTEL,CORE M3,0.0,0,INTEL HD 5300,401.0,,,,,1920.0,8,13.3,,256,0,2.65
218,LG,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,15.6,,1000,1,2.41
219,RAZER,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,,,1920.0,16,15.6,,512,0,4.63
220,MSI,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,,,1920.0,8,15.6,,256,0,4.1
221,APPLE,2.6,10295.0,INTEL,CORE I7,0.0,1,AMD RADEON PRO 560X,3677.0,,,,,2880.0,16,15.4,,512,0,4.02
